timestamp,open,high,low,close,volume
2020-01-02,53.35,53.62,53.2,53.54,1116
2020-01-03,53.79,53.85,53.54,53.7,1791
2020-01-06,53.44,53.95,53.4,53.75,1197
2020-01-07,53.51,54.06,53.36,53.99,1354
2020-01-08,53.92,54.56,53.79,54.37,1057
2020-01-09,54.77,54.77,54.01,54.27,1277
2020-01-10,54.33,54.61,54.19,54.34,962
2020-01-13,54.42,54.75,54.32,54.54,973
2020-01-14,54.53,55.14,54.5,54.94,1513
2020-01-15,54.96,55.14,54.66,54.75,1107
2020-01-16,55.03,55.39,54.92,55.38,628
2020-01-17,55.43,55.46,54.83,54.95,1382
2020-01-21,54.97,55.32,54.94,55.19,868
2020-01-22,55.57,55.57,54.58,54.67,1104
2020-01-23,54.39,54.94,54.25,54.88,1471
2020-01-24,55.06,55.11,53.85,53.95,2054
2020-01-27,53.34,53.49,52.69,52.77,2682
2020-01-28,52.72,53.64,52.68,53.48,1639
2020-01-29,53.59,53.7,53.16,53.18,1924
2020-01-30,52.88,53.16,52.26,53.12,2881
2020-01-31,53.21,53.21,52.26,52.42,3475
2020-02-03,52.9,53.38,52.86,53.17,1749
2020-02-04,53.91,54.52,53.91,54.11,1247
2020-02-05,54.73,55.0,54.59,54.78,1896
2020-02-06,55.1,55.23,54.71,54.81,1171
2020-02-07,54.52,54.93,54.48,54.78,1514
2020-02-10,54.55,55.03,54.41,54.92,890
2020-02-11,55.3,55.5,55.08,55.26,1388
2020-02-12,55.63,55.7,55.23,55.64,1079
2020-02-13,55.42,55.55,55.12,55.28,1610
2020-02-14,55.43,55.8,55.21,55.32,1575
2020-02-18,55.56,55.65,55.07,55.44,1476
2020-02-19,55.55,55.73,55.36,55.47,973
2020-02-20,55.5,55.84,54.84,55.6,2832
2020-02-21,54.89,55.02,54.41,54.55,2835
2020-02-24,53.45,53.5,52.49,52.75,4768
2020-02-25,52.94,53.18,50.78,50.92,8221
2020-02-26,51.98,53.09,51.92,52.21,7496
2020-02-27,51.75,53.43,50.94,51.31,9861
2020-02-28,49.26,49.86,47.87,47.88,12642
2020-03-02,49.2,50.21,48.64,50.1,9380
2020-03-03,50.59,51.78,48.23,49.11,13428
2020-03-04,49.34,50.4,48.81,50.31,7780
2020-03-05,49.21,49.65,47.71,47.89,8573
2020-03-06,47.22,48.26,46.44,47.06,10364
2020-03-09,46.42,47.54,45.72,46.54,11738
2020-03-10,47.93,48.82,46.14,48.5,12399
2020-03-11,46.82,46.94,44.25,44.85,11198
2020-03-12,43.2,43.31,40.35,40.71,10450
2020-03-13,43.97,47.0,43.39,46.75,8752
2020-03-16,44.33,47.51,43.57,44.8,9589
2020-03-17,41.98,47.67,41.87,47.51,11174
2020-03-18,45.0,47.69,42.5,45.02,11289
2020-03-19,46.27,47.83,44.91,46.55,10074
2020-03-20,45.6,46.49,44.47,45.3,11796
2020-03-23,44.7,46.43,43.86,44.59,14042
2020-03-24,46.99,47.98,46.05,47.88,13044
2020-03-25,47.88,48.71,46.11,47.74,14058
2020-03-26,46.73,50.16,46.31,49.86,12083
2020-03-27,48.9,51.56,48.53,50.81,12131
2020-03-30,50.14,51.49,50.02,51.1,9524
2020-03-31,50.21,50.7,48.09,48.68,9024
2020-04-01,46.82,48.85,46.77,48.72,7920
2020-04-02,49.03,49.63,48.01,49.53,10417
2020-04-03,49.74,49.95,48.82,49.09,7368
2020-04-06,50.64,51.19,50.23,51.19,5027
2020-04-07,51.45,51.82,50.69,51.24,9276
2020-04-08,51.32,52.64,51.16,52.14,6570
2020-04-09,52.34,53.59,52.23,53.47,8228
2020-04-13,52.74,53.1,52.37,52.93,6207
2020-04-14,53.6,54.03,53.47,53.92,5236
2020-04-15,53.14,53.42,52.77,53.2,5859
2020-04-16,53.36,53.71,53.07,53.6,5590
2020-04-17,54.37,54.56,53.94,54.36,4013
2020-04-20,54.13,54.54,53.97,54.17,4328
2020-04-21,52.64,53.02,51.3,51.55,6302
2020-04-22,52.15,52.46,51.85,52.42,3466
2020-04-23,52.55,52.95,51.76,52.01,7244
2020-04-24,52.1,52.83,51.92,52.81,4064
2020-04-27,53.14,53.61,53.02,53.51,2887
2020-04-28,53.84,54.12,53.17,53.43,5205
2020-04-29,53.95,54.25,53.66,54.08,3942
2020-04-30,53.08,53.51,52.78,52.94,5148
2020-05-01,52.05,52.33,51.28,51.7,5375
2020-05-04,51.29,51.72,51.07,51.64,3680
2020-05-05,52.14,52.83,51.99,52.12,3831
2020-05-06,51.95,52.32,51.67,51.93,4729
2020-05-07,52.33,52.89,52.25,52.49,3619
2020-05-08,52.8,53.61,52.75,53.57,2388
2020-05-11,53.38,53.79,53.03,53.67,3159
2020-05-12,53.29,53.37,52.38,52.41,3237
2020-05-13,51.89,52.35,51.25,51.58,6795
2020-05-14,51.12,52.99,50.83,52.72,6769
2020-05-15,52.81,53.95,52.77,53.3,4240
2020-05-18,53.58,53.73,53.04,53.27,3671
2020-05-19,52.7,53.11,52.37,52.47,3740
2020-05-20,52.75,53.24,52.61,52.81,2888
2020-05-21,52.77,52.9,52.09,52.36,3734
2020-05-22,52.13,52.52,52.09,52.46,2550
2020-05-26,53.37,53.45,52.79,52.8,807
2020-05-27,52.78,53.15,52.54,52.98,1674
2020-05-28,53.42,54.1,53.18,53.73,1085
2020-05-29,53.31,53.68,52.96,53.56,2063
2020-06-01,52.96,53.35,52.77,53.04,994
2020-06-02,53.02,53.19,52.62,52.94,1057
2020-06-03,53.49,53.56,52.96,53.49,1064
2020-06-04,53.25,53.65,52.61,52.62,1289
2020-06-05,53.21,54.23,53.06,53.85,1352
2020-06-08,53.83,54.96,53.73,54.91,1006
2020-06-09,54.55,54.63,53.86,54.31,1153
2020-06-10,54.15,54.62,53.87,54.32,2117
2020-06-11,52.72,53.38,51.2,51.61,2899
2020-06-12,52.64,52.96,50.96,51.61,4693
2020-06-15,51.36,53.4,51.28,53.08,2815
2020-06-16,54.54,54.96,53.75,54.56,3273
2020-06-17,53.12,53.37,51.77,51.86,2706
2020-06-18,51.87,53.96,51.87,53.83,1767
2020-06-19,54.02,54.27,52.92,54.27,2347
2020-06-22,53.86,55.31,53.85,55.16,1143
2020-06-23,55.52,55.89,55.28,55.56,1212
2020-06-24,55.25,55.6,54.27,54.82,2672
2020-06-25,54.31,54.52,53.49,54.25,1571
2020-06-26,54.34,54.37,53.57,54.24,2207
2020-06-29,53.92,54.88,53.77,54.49,1441
2020-06-30,54.95,55.03,54.46,54.99,1143
2020-07-01,54.87,55.79,54.79,55.65,1256
2020-07-02,55.82,56.35,55.74,55.99,899
2020-07-06,56.56,56.73,56.08,56.48,1245
2020-07-07,56.38,56.89,56.35,56.49,1190
2020-07-08,56.29,56.57,55.93,56.47,788
2020-07-09,57.1,57.71,56.74,57.36,1842
2020-07-10,57.08,57.45,56.59,57.21,942
2020-07-13,57.25,57.6,57.02,57.31,1248
2020-07-14,56.98,57.26,56.45,57.01,2406
2020-07-15,57.62,57.75,56.35,56.62,2045
2020-07-16,56.3,56.45,55.55,55.91,1335
2020-07-17,55.72,55.72,54.86,54.9,1196
2020-07-20,54.87,55.48,54.66,55.41,1069
2020-07-21,55.9,56.3,55.88,56.0,1492
2020-07-22,55.98,56.14,55.79,56.01,1038
2020-07-23,56.09,56.32,55.72,55.76,1856
2020-07-24,55.51,56.0,55.37,55.64,1629
2020-07-27,55.48,55.91,55.45,55.53,866
2020-07-28,55.36,55.7,55.27,55.32,1124
2020-07-29,55.38,55.84,55.33,55.78,894
2020-07-30,55.25,55.45,54.86,55.19,1381
2020-07-31,54.61,55.31,54.3,55.06,1802
2020-08-03,55.57,56.01,55.52,55.89,896
2020-08-04,55.75,55.9,55.49,55.72,807
2020-08-05,56.07,56.11,55.42,55.43,628
2020-08-06,55.21,55.32,54.9,55.18,887
2020-08-07,55.04,55.06,54.72,54.91,1146
2020-08-10,55.3,55.57,54.89,54.95,1084
2020-08-11,55.13,55.21,54.37,54.38,1025
2020-08-12,54.38,54.52,54.15,54.18,839
2020-08-13,53.92,54.16,53.71,54.02,816
2020-08-14,54.05,54.51,54.02,54.08,746
2020-08-17,54.28,54.36,53.64,53.9,615
2020-08-18,55.79,56.89,54.85,55.03,2303
2020-08-19,56.0,56.76,55.53,56.06,1635
2020-08-20,55.56,55.72,55.06,55.36,855
2020-08-21,54.84,55.33,54.7,55.21,1017
2020-08-24,55.6,56.08,55.54,55.93,903
2020-08-25,56.55,56.72,56.05,56.07,821
2020-08-26,56.19,57.26,56.03,57.25,949
2020-08-27,57.36,58.4,56.55,57.16,3632
2020-08-28,57.45,58.12,57.37,57.79,946
2020-08-31,57.43,57.72,57.01,57.16,1102
2020-09-01,57.48,57.97,57.36,57.67,1137
2020-09-02,57.89,59.27,57.84,59.25,1750
2020-09-03,58.68,58.95,56.61,57.12,4496
2020-09-04,56.95,57.15,55.14,55.93,4708
2020-09-08,55.12,55.76,54.85,55.63,3606
2020-09-09,55.91,57.37,55.88,57.16,2219
2020-09-10,58.11,58.11,56.75,57.13,3978
2020-09-11,59.71,61.01,56.85,57.33,7796
2020-09-14,59.52,61.47,59.37,59.74,6876
2020-09-15,59.43,61.64,59.36,60.89,3931
2020-09-16,60.69,61.36,60.33,60.89,2906
2020-09-17,59.74,60.57,59.17,59.94,5174
2020-09-18,60.13,60.16,59.39,59.64,2758
2020-09-21,61.26,61.92,60.01,60.68,6246
2020-09-22,60.33,60.62,59.43,60.61,2132
2020-09-23,60.4,60.42,58.87,59.46,2375
2020-09-24,58.28,59.86,58.27,59.29,2973
2020-09-25,59.12,59.96,58.94,59.87,2048
2020-09-28,60.29,60.38,59.48,59.64,1504
2020-09-29,59.9,60.12,59.4,59.58,1178
2020-09-30,59.63,60.35,59.36,59.68,1842
2020-10-01,60.03,60.23,59.42,59.54,2050
2020-10-02,59.25,59.48,58.8,59.05,2589
2020-10-05,59.32,59.64,59.18,59.49,839
2020-10-06,59.58,60.49,59.54,59.63,2210
2020-10-07,59.85,60.86,59.81,60.67,1062
2020-10-08,60.9,61.26,60.68,60.85,975
2020-10-09,61.06,61.34,60.82,60.97,857
2020-10-12,61.48,61.79,61.31,61.48,917
2020-10-13,61.57,61.75,60.84,61.16,1422
2020-10-14,61.08,61.48,60.81,61.26,1462
2020-10-15,60.35,60.71,60.06,60.44,1274
2020-10-16,60.79,61.07,60.33,60.35,1137
2020-10-19,60.52,60.62,59.58,59.68,1569
2020-10-20,59.92,60.29,59.61,60.0,1548
2020-10-21,59.73,60.08,59.31,59.83,1470
2020-10-22,59.23,59.83,58.66,59.68,1260
2020-10-23,59.9,60.13,59.68,59.82,586
2020-10-26,58.02,58.1,56.5,57.29,2220
2020-10-27,57.8,57.85,57.05,57.18,1515
2020-10-28,56.25,56.56,55.51,55.75,2419
2020-10-29,55.57,56.73,55.44,56.22,2181
2020-10-30,56.55,56.59,55.41,55.76,3321
2020-11-02,56.79,57.44,56.09,56.16,2439
2020-11-03,56.76,57.45,56.54,56.9,1760
2020-11-04,57.37,57.86,56.44,56.54,3473
2020-11-05,57.56,57.6,56.39,56.6,1859
2020-11-06,56.29,56.87,56.12,56.86,1350
2020-11-09,58.75,59.07,57.25,57.27,4087
2020-11-10,57.08,57.13,56.17,56.58,2316
2020-11-11,56.94,57.59,56.77,57.07,1169
2020-11-12,57.05,57.07,56.07,56.23,1518
2020-11-13,56.96,57.04,56.52,57.01,1163
2020-11-16,57.04,57.57,56.85,56.99,904
2020-11-17,56.94,57.35,56.79,56.98,762
2020-11-18,57.08,57.18,56.41,56.42,742
2020-11-19,55.71,56.43,55.53,56.36,1167
2020-11-20,56.25,56.37,55.82,55.91,829
2020-11-23,56.16,56.53,55.74,55.98,1339
2020-11-24,56.64,57.87,56.57,57.42,1252
2020-11-25,57.39,57.65,57.22,57.34,914
2020-11-27,57.55,57.83,57.28,57.81,565
2020-11-30,57.35,58.16,57.18,57.36,1489
2020-12-01,58.46,59.24,58.44,58.82,1179
2020-12-02,58.57,59.23,58.52,59.02,770
2020-12-03,59.66,59.75,59.09,59.21,1080
2020-12-04,59.54,60.52,59.5,59.97,803
2020-12-07,59.93,60.11,59.69,59.71,782
2020-12-08,58.77,59.67,58.61,59.15,1158
2020-12-09,59.46,59.86,59.06,59.84,1543
2020-12-10,59.6,59.77,59.01,59.55,1845
2020-12-11,60.15,60.68,59.38,60.49,2700
2020-12-14,61.21,61.63,60.81,60.91,1810
2020-12-15,61.07,62.15,61.04,61.94,1532
2020-12-16,62.33,63.15,62.18,63.02,1331
2020-12-17,62.97,64.01,62.8,63.81,1341
2020-12-18,64.54,65.03,63.99,64.75,1657
2020-12-21,64.85,65.16,64.26,64.55,2472
2020-12-22,64.56,65.96,64.53,65.36,1364
2020-12-23,65.82,66.15,65.51,65.54,1363
2020-12-24,65.3,65.4,64.76,64.83,749
2020-12-28,65.22,65.66,64.72,64.84,1163
2020-12-29,65.1,65.24,64.19,64.3,1545
2020-12-30,64.64,64.88,64.44,64.47,894
2020-12-31,64.17,64.43,63.98,64.12,710
2021-01-04,63.94,64.23,63.15,63.74,2779
2021-01-05,63.64,63.66,62.45,63.03,1513
2021-01-06,62.17,63.31,62.14,62.59,2664
2021-01-07,63.11,63.7,62.95,63.28,1251
2021-01-08,63.45,63.51,62.88,63.29,1429
2021-01-11,62.93,63.54,62.87,62.89,1328
2021-01-12,62.9,62.96,62.15,62.51,1331
2021-01-13,62.12,62.4,61.94,62.13,985
2021-01-14,61.99,62.11,61.5,61.69,878
2021-01-15,61.63,61.96,61.18,61.72,1421
2021-01-19,61.87,61.88,61.08,61.4,937
2021-01-20,61.13,61.99,61.11,61.67,1139
2021-01-21,61.27,61.73,60.89,61.27,1060
2021-01-22,60.58,60.61,59.71,60.48,1242
2021-01-25,60.38,60.91,59.74,60.52,2327
2021-01-26,61.08,62.0,60.93,61.89,1143
2021-01-27,62.38,63.15,62.01,62.12,4869
2021-01-28,63.86,63.93,61.36,61.41,4812
2021-01-29,60.5,61.48,60.18,60.46,4498
2021-02-01,60.48,62.22,60.45,61.68,3442
2021-02-02,62.14,62.88,61.6,62.6,2744
2021-02-03,62.5,63.57,61.91,62.26,2536
2021-02-04,62.4,63.31,61.73,63.06,2212
2021-02-05,63.43,64.03,61.13,63.47,1848
2021-02-08,63.9,63.93,58.49,62.94,1678
2021-02-09,62.82,63.81,62.69,63.72,1069
2021-02-10,63.88,64.11,60.65,63.27,3318
2021-02-11,63.26,64.11,58.16,62.56,2557
2021-02-12,62.52,65.39,62.13,62.89,1396
2021-02-16,63.23,63.33,60.55,62.28,2044
2021-02-17,62.11,64.24,59.38,62.04,1860
2021-02-18,61.75,62.16,61.39,62.08,3418
2021-02-19,62.53,62.55,61.05,61.22,2569
2021-02-22,61.05,64.93,61.02,64.7,5238
2021-02-23,63.1,65.18,63.03,64.64,6350
2021-02-24,64.27,65.13,62.12,64.77,3505
2021-02-25,64.83,66.32,63.39,65.2,5425
2021-02-26,65.2,66.23,64.36,64.69,6544
2021-03-01,65.19,66.7,64.59,66.33,3137
2021-03-02,65.9,67.9,64.71,67.02,3067
2021-03-03,67.08,67.49,66.19,67.13,4268
2021-03-04,66.49,70.08,65.28,65.77,5703
2021-03-05,66.01,71.68,65.97,70.24,12120
2021-03-08,69.92,72.91,69.47,72.49,8612
2021-03-09,72.76,73.19,71.86,72.95,4916
2021-03-10,72.18,73.51,71.53,72.3,6608
2021-03-11,68.4,68.43,65.42,67.32,8593
2021-03-12,67.02,67.8,65.75,67.13,3599
2021-03-15,67.64,67.7,66.83,67.29,3123
2021-03-16,67.7,67.98,66.66,66.81,2085
2021-03-17,66.64,67.31,66.11,66.29,3054
2021-03-18,66.33,66.97,65.98,66.66,2596
2021-03-19,66.61,67.09,65.93,66.52,2324
2021-03-22,67.15,67.16,65.75,66.24,2354
2021-03-23,66.13,67.86,65.97,67.12,3008
2021-03-24,67.66,67.66,66.95,66.98,2497
2021-03-25,66.86,68.7,66.11,68.48,4423
2021-03-26,68.7,69.95,68.19,69.83,3111
2021-03-29,69.95,72.29,69.77,71.27,4109
2021-03-30,71.25,71.49,69.93,70.6,3433
2021-03-31,70.25,71.05,69.35,70.25,2456
2021-04-01,70.67,71.8,69.96,71.55,2932
2021-04-05,71.97,74.85,71.91,74.0,2729
2021-04-06,73.88,74.61,72.78,74.33,3256
2021-04-07,74.18,74.26,73.09,74.05,2336
2021-04-08,74.0,75.48,73.03,75.37,1868
2021-04-09,75.09,75.9,74.84,75.59,1999
2021-04-12,75.05,76.15,74.4,76.05,1542
2021-04-13,76.28,76.98,75.71,76.81,1807
